Object/Action_1,Object/Action_2,ActionUsedFor,HasProperty,AssociatedWith,Affordance,AtLocation,LocatedNear,CreatedBy,Action
pan,cover,0,0,0,1,0,0,0,1.0
surface:hob,wipe,0,0,0,1,0,0,0,1.0
cupboard,towel:tea,0,0,1,0,0,1,0,0.0
chopstick,place,0,0,0,1,0,0,0,1.0
stirrer:coffee,wash,0,0,0,1,0,0,0,1.0
courgette,stir,0,0,0,1,0,0,0,1.0
tray,move,0,0,0,1,0,0,0,1.0
pot,side:outer,0,0,1,0,0,1,0,0.0
onion,wash,0,0,0,1,0,0,0,1.0
pepper:black,put,0,0,0,1,0,0,0,1.0
dustbin,switch,0,0,0,1,0,0,0,1.0
tupperware,get,0,0,0,1,0,0,0,1.0
pastry,microwave,0,0,1,0,0,1,0,0.0
meat,get,0,0,0,1,0,0,0,1.0
pan,mix,0,0,0,1,0,0,0,1.0
liquid,put-down,0,0,0,1,0,0,0,1.0
curry:fish,saucepan,0,0,1,0,0,1,0,0.0
milk,fridge,0,0,1,0,0,1,0,0.0
clothes,stove,0,0,1,0,0,1,0,0.0
bag:plastic,get,0,0,0,1,0,0,0,1.0
clothes,water:tap,0,0,1,0,0,1,0,0.0
towel,clean,0,0,0,1,0,0,0,1.0
fridge,piece:ginger,0,0,1,0,0,1,0,0.0
peeler:potato,clean,0,0,0,1,0,0,0,1.0
seed:olive,throw,0,0,0,1,0,0,0,1.0
plate,nut:pine,0,0,1,0,0,1,0,0.0
mug,water,0,0,1,0,0,1,0,0.0
bowl:plastic,put-in,0,0,0,1,0,0,0,1.0
vegetable,get,0,0,0,1,0,0,0,1.0
dishwasher,grinder,0,0,1,0,0,1,0,0.0
food,sponge,0,0,1,0,0,1,0,0.0
pesto,pour,0,0,0,1,0,0,0,1.0
saucepan,put-down,0,0,0,1,0,0,0,1.0
fork,turn,0,0,0,1,0,0,0,1.0
plate,meat,0,0,1,0,0,1,0,0.0
rag,put,0,0,0,1,0,0,0,1.0
skin:onion,gather,0,0,0,1,0,0,0,1.0
rest,stuff,0,0,1,0,0,1,0,0.0
grill,lather,0,0,0,1,0,0,0,1.0
hand,clear,0,0,0,1,0,0,0,1.0
omelette:rolled,slice,0,0,0,1,0,0,0,1.0
pancake,remove,0,0,0,1,0,0,0,1.0
degreaser,pick-up,0,0,0,1,0,0,0,1.0
basil,throw,0,0,0,1,0,0,0,1.0
spatula,bowl,0,0,1,0,0,1,0,0.0
bowl,hand,0,0,1,0,0,1,0,0.0
shelf,salt,0,0,1,0,0,1,0,0.0
bottle:nesquik,open,0,0,0,1,0,0,0,1.0
breast:chicken,flip,0,0,0,1,0,0,0,1.0
salad,open,0,0,0,1,0,0,0,1.0
paper,pizza,0,0,1,0,0,1,0,0.0
fork:paper,knife,0,0,1,0,0,1,0,0.0
cookie,pick-up,0,0,0,1,0,0,0,1.0
tin,tip-out,0,0,0,1,0,0,0,1.0
flour:plain,bowl:glass,0,0,1,0,0,1,0,0.0
chilli,put,0,0,0,1,0,0,0,1.0
bread,bag,0,0,1,0,0,1,0,0.0
courgette,peel,0,0,0,1,0,0,0,1.0
fruit,wash,0,0,0,1,0,0,0,1.0
liquid,put-up,0,0,0,1,0,0,0,1.0
vinegar,take,0,0,0,1,0,0,0,1.0
onion,pick-up,0,0,0,1,0,0,0,1.0
bag,shake,0,0,0,1,0,0,0,1.0
pit,garbage,0,0,1,0,0,1,0,0.0
nutella,put,0,0,0,1,0,0,0,1.0
package:cookie,cookie,0,0,1,0,0,1,0,0.0
leftover,table,0,0,1,0,0,1,0,0.0
mat:sushi,put-down,0,0,0,1,0,0,0,1.0
glass,soap-up,0,0,0,1,0,0,0,1.0
rice,spill,0,0,0,1,0,0,0,1.0
pasta,put,0,0,0,1,0,0,0,1.0
curry,put,0,0,0,1,0,0,0,1.0
cover,pot:left,0,0,1,0,0,1,0,0.0
bread:white,put,0,0,0,1,0,0,0,1.0
aubergine,slice,0,0,0,1,0,0,0,1.0
bin,leftover,0,0,1,0,0,1,0,0.0
cupboard,open,0,0,0,1,0,0,0,1.0
plate,chicken,0,0,1,0,0,1,0,0.0
bread,cover,0,0,0,1,0,0,0,1.0
spoon:wooden,sink,0,0,1,0,0,1,0,0.0
chopstick,sprout:more,0,0,1,0,0,1,0,0.0
tin:tomato,open,0,0,0,1,0,0,0,1.0
garbage,leaf:get,0,0,1,0,0,1,0,0.0
thyme,measure,0,0,0,1,0,0,0,1.0
counter,tablecloth,0,0,1,0,0,1,0,0.0
bin:trash,garbage,0,0,1,0,0,1,0,0.0
lettuce,pot,0,0,1,0,0,1,0,0.0
towel:tea,fold,0,0,0,1,0,0,0,1.0
drawer,knife,0,0,1,0,0,1,0,0.0
ladle,put,0,0,0,1,0,0,0,1.0
saucepan,rice:transferring,0,0,1,0,0,1,0,0.0
surface,kitchen,0,0,1,0,0,1,0,0.0
salt,refrigerator,0,0,1,0,0,1,0,0.0
milk,pour,0,0,0,1,0,0,0,1.0
bag:grape,grape,0,0,1,0,0,1,0,0.0
bowl,carry,0,0,0,1,0,0,0,1.0
spoon,bowl,0,0,1,0,0,1,0,0.0
pot:coffee,take,0,0,0,1,0,0,0,1.0
opener:can,pick-up,0,0,0,1,0,0,0,1.0
sponge,food,0,0,1,0,0,1,0,0.0
lemon,salad,0,0,1,0,0,1,0,0.0
cube:stock,crumble,0,0,0,1,0,0,0,1.0
stove,start,0,0,0,1,0,0,0,1.0
mocha,put-down,0,0,0,1,0,0,0,1.0
water,get,0,0,0,1,0,0,0,1.0
filter,get,0,0,0,1,0,0,0,1.0
spoon,pesto:scoop,0,0,1,0,0,1,0,0.0
tray:pizza,move,0,0,0,1,0,0,0,1.0
pesto,spread,0,0,0,1,0,0,0,1.0
tomato,put-down,0,0,0,1,0,0,0,1.0
box,pastry,0,0,1,0,0,1,0,0.0
fridge,food,0,0,1,0,0,1,0,0.0
dish,move,0,0,0,1,0,0,0,1.0
olive,pan,0,0,1,0,0,1,0,0.0
chicken,container,0,0,1,0,0,1,0,0.0
liquid,get,0,0,0,1,0,0,0,1.0
shirt,take,0,0,0,1,0,0,0,1.0
pan,jeera,0,0,1,0,0,1,0,0.0
sieve,pick-up,0,0,0,1,0,0,0,1.0
onion,split,0,0,0,1,0,0,0,1.0
water,sponge,0,0,1,0,0,1,0,0.0
chopstick,pot,0,0,1,0,0,1,0,0.0
excess,water,0,0,1,0,0,1,0,0.0
drainer,put,0,0,0,1,0,0,0,1.0
plate,pasta,0,0,1,0,0,1,0,0.0
water:empty,can,0,0,1,0,0,1,0,0.0
scissors,dry,0,0,0,1,0,0,0,1.0
dish:meat,pick-up,0,0,0,1,0,0,0,1.0
saucepan,get,0,0,0,1,0,0,0,1.0
oven:right,water,0,0,1,0,0,1,0,0.0
table,dish,0,0,1,0,0,1,0,0.0
oil:olive,add,0,0,0,1,0,0,0,1.0
fragment:fish,bowl:glass,0,0,1,0,0,1,0,0.0
pepper,add,0,0,0,1,0,0,0,1.0
pan,oil:olive,0,0,1,0,0,1,0,0.0
processor,open,0,0,0,1,0,0,0,1.0
liquid,sponge,0,0,1,0,0,1,0,0.0
table,spoon,0,0,1,0,0,1,0,0.0
remote,put,0,0,0,1,0,0,0,1.0
squash,take,0,0,0,1,0,0,0,1.0
bit:salad,throw,0,0,0,1,0,0,0,1.0
bowl,board:chopping,0,0,1,0,0,1,0,0.0
dustbin,skin,0,0,1,0,0,1,0,0.0
rag,cup,0,0,1,0,0,1,0,0.0
onion,throw,0,0,0,1,0,0,0,1.0
yeast,flour,0,0,1,0,0,1,0,0.0
eggshell,bowl:egg,0,0,1,0,0,1,0,0.0
leaf,put,0,0,0,1,0,0,0,1.0
finger,wash,0,0,0,1,0,0,0,1.0
sponge,liquid,0,0,1,0,0,1,0,0.0
rack,oil,0,0,1,0,0,1,0,0.0
piece:meat,pan:frying,0,0,1,0,0,1,0,0.0
beer:more,drink,0,0,0,1,0,0,0,1.0
spoon,drainer,0,0,1,0,0,1,0,0.0
carafe,close,0,0,0,1,0,0,0,1.0
dough,mix,0,0,0,1,0,0,0,1.0
pot:coffee,rinse,0,0,0,1,0,0,0,1.0
shaker:pepper,used,0,0,0,1,0,0,0,1.0
cheese,spaghetti,0,0,1,0,0,1,0,0.0
noodle:instant,bag:plastic,0,0,1,0,0,1,0,0.0
machine:coffee,rack,0,0,1,0,0,1,0,0.0
grass:lemon,put,0,0,0,1,0,0,0,1.0
stock,stir,0,0,0,1,0,0,0,1.0
spoon:wood,get,0,0,0,1,0,0,0,1.0
bin,mesh,0,0,1,0,0,1,0,0.0
lettuce,take,0,0,0,1,0,0,0,1.0
biscuit,put,0,0,0,1,0,0,0,1.0
kiwi,check,0,0,0,1,0,0,0,1.0
olive,pizza,0,0,1,0,0,1,0,0.0
tap,place-that,0,0,0,1,0,0,0,1.0
pot,spoon,0,0,1,0,0,1,0,0.0
pot:moka,coffee,0,0,1,0,0,1,0,0.0
nutella,pick-up,0,0,0,1,0,0,0,1.0
bag:bread,take,0,0,0,1,0,0,0,1.0
vegetable,add,0,0,0,1,0,0,0,1.0
bag:mozzarella,throw,0,0,0,1,0,0,0,1.0
pot:coffee,check,0,0,0,1,0,0,0,1.0
salad,bacon,0,0,1,0,0,1,0,0.0
pasta,pick-up,0,0,0,1,0,0,0,1.0
fork,dishwasher,0,0,1,0,0,1,0,0.0
seed,bin,0,0,1,0,0,1,0,0.0
tap,pan:wash,0,0,1,0,0,1,0,0.0
vinegar,move,0,0,0,1,0,0,0,1.0
sauce,add,0,0,0,1,0,0,0,1.0
fish,fry,0,0,0,1,0,0,0,1.0
bowl:salad,rinse,0,0,0,1,0,0,0,1.0
cucumber,cover:plastic,0,0,1,0,0,1,0,0.0
fruit,throw,0,0,0,1,0,0,0,1.0
bread:white,pick-up,0,0,0,1,0,0,0,1.0
plate,cheese,0,0,1,0,0,1,0,0.0
fish,piece:fish,0,0,1,0,0,1,0,0.0
oil,wok,0,0,1,0,0,1,0,0.0
broccoli,jar,0,0,1,0,0,1,0,0.0
bottle:milk,table,0,0,1,0,0,1,0,0.0
plate:cutting,clean,0,0,0,1,0,0,0,1.0
bin,food:leftover,0,0,1,0,0,1,0,0.0
rice:vegetable,tofu,0,0,1,0,0,1,0,0.0
drawer:open,close,0,0,0,1,0,0,0,1.0
liquid:washing,sink,0,0,1,0,0,1,0,0.0
lid:chopper,put-down,0,0,0,1,0,0,0,1.0
grill,grab,0,0,0,1,0,0,0,1.0
hand,stop,0,0,0,1,0,0,0,1.0
case,spoon,0,0,1,0,0,1,0,0.0
sausage,board:chopping,0,0,1,0,0,1,0,0.0
yoghurt,put-down,0,0,0,1,0,0,0,1.0
sugar,move,0,0,0,1,0,0,0,1.0
machine:coffee,turn-on,0,0,0,1,0,0,0,1.0
cereal,cupboard,0,0,1,0,0,1,0,0.0
tomato,get,0,0,0,1,0,0,0,1.0
ginger,mixture:oil,0,0,1,0,0,1,0,0.0
sink,garbage,0,0,1,0,0,1,0,0.0
maker:coffee,coffee,0,0,1,0,0,1,0,0.0
spinach,wash,0,0,0,1,0,0,0,1.0
dough,sauce,0,0,1,0,0,1,0,0.0
shelf:plate,pot,0,0,1,0,0,1,0,0.0
scoop,place,0,0,0,1,0,0,0,1.0
paper:baking,put-down,0,0,0,1,0,0,0,1.0
pot,corn,0,0,1,0,0,1,0,0.0
peach,rinse,0,0,0,1,0,0,0,1.0
leaf,wash,0,0,0,1,0,0,0,1.0
water:tap,brusher,0,0,1,0,0,1,0,0.0
tomato,squeeze,0,0,0,1,0,0,0,1.0
bowl,clean,0,0,0,1,0,0,0,1.0
pot:coffee,move,0,0,0,1,0,0,0,1.0
glass,cover,0,0,0,1,0,0,0,1.0
bag:nut,nut,0,0,1,0,0,1,0,0.0
cover,remove,0,0,0,1,0,0,0,1.0
board:eating,put-down,0,0,0,1,0,0,0,1.0
fridge,saucepan,0,0,1,0,0,1,0,0.0
saucepan,water,0,0,1,0,0,1,0,0.0
board:cutting,lather,0,0,0,1,0,0,0,1.0
sink,peeler,0,0,1,0,0,1,0,0.0
lid:bottle,rinse,0,0,0,1,0,0,0,1.0
leaf:salad,wipe,0,0,0,1,0,0,0,1.0
onion,fetch,0,0,0,1,0,0,0,1.0
dishwasher,mat:sushi,0,0,1,0,0,1,0,0.0
blender,wash,0,0,0,1,0,0,0,1.0
oven,open,0,0,0,1,0,0,0,1.0
control:remote,put-down,0,0,0,1,0,0,0,1.0
parsley,chop,0,0,0,1,0,0,0,1.0
table,fork,0,0,1,0,0,1,0,0.0
stock,cupboard,0,0,1,0,0,1,0,0.0
sachet:flavour,pan,0,0,1,0,0,1,0,0.0
spatula,rag,0,0,1,0,0,1,0,0.0
meat,hand,0,0,1,0,0,1,0,0.0
bowl:salad,move,0,0,0,1,0,0,0,1.0
cob:corn,move,0,0,0,1,0,0,0,1.0
knife,skin,0,0,1,0,0,1,0,0.0
desk,clothes,0,0,1,0,0,1,0,0.0
ring:onion,cook,0,0,0,1,0,0,0,1.0
saucepan,inspect,0,0,0,1,0,0,0,1.0
spinach,pick-up,0,0,0,1,0,0,0,1.0
water,add,0,0,0,1,0,0,0,1.0
slice:lemon,cut,0,0,0,1,0,0,0,1.0
oil,heat,0,0,0,1,0,0,0,1.0
heat:oven,turn-down,0,0,0,1,0,0,0,1.0
olive,fridge,0,0,1,0,0,1,0,0.0
milk:soya,close,0,0,0,1,0,0,0,1.0
leaf,pick-up,0,0,0,1,0,0,0,1.0
locker,close,0,0,0,1,0,0,0,1.0
water,thing:water,0,0,1,0,0,1,0,0.0
plate,left,0,0,1,0,0,1,0,0.0
jar,empty,0,0,0,1,0,0,0,1.0
filter:sink,clean,0,0,0,1,0,0,0,1.0
pot:coffee,remove,0,0,0,1,0,0,0,1.0
package:popcorn,check,0,0,0,1,0,0,0,1.0
gas,adjust,0,0,0,1,0,0,0,1.0
blender,pick-up,0,0,0,1,0,0,0,1.0
sticker,box,0,0,1,0,0,1,0,0.0
dishwasher,knife,0,0,1,0,0,1,0,0.0
refrigerator,rubber,0,0,1,0,0,1,0,0.0
bowl:salad,carrot,0,0,1,0,0,1,0,0.0
pan,patty,0,0,1,0,0,1,0,0.0
dish,dry,0,0,0,1,0,0,0,1.0
pan,mortar,0,0,1,0,0,1,0,0.0
moka,grab,0,0,0,1,0,0,0,1.0
v60,dry,0,0,0,1,0,0,0,1.0
paper,put-down,0,0,0,1,0,0,0,1.0
stick:chop,bowl:glass,0,0,1,0,0,1,0,0.0
onion:spring,peel,0,0,0,1,0,0,0,1.0
bowl:serving,leaf:spinach,0,0,1,0,0,1,0,0.0
biscuit,pick-up,0,0,0,1,0,0,0,1.0
ginger,cut,0,0,0,1,0,0,0,1.0
bowl,shelf,0,0,1,0,0,1,0,0.0
pan,lift-up,0,0,0,1,0,0,0,1.0
yoghurt,get,0,0,0,1,0,0,0,1.0
stopper,remove,0,0,0,1,0,0,0,1.0
leaf:salad,salad:more,0,0,1,0,0,1,0,0.0
slipper,move,0,0,0,1,0,0,0,1.0
sprout,bottom,0,0,1,0,0,1,0,0.0
blueberry,open,0,0,0,1,0,0,0,1.0
can,trash,0,0,1,0,0,1,0,0.0
sausage,stir,0,0,0,1,0,0,0,1.0
bread,bin:bread,0,0,1,0,0,1,0,0.0
food,spade,0,0,1,0,0,1,0,0.0
bean:green,basket,0,0,1,0,0,1,0,0.0
pot,cucumber,0,0,1,0,0,1,0,0.0
table,bag,0,0,1,0,0,1,0,0.0
glass,counter,0,0,1,0,0,1,0,0.0
plate:pasta,take,0,0,0,1,0,0,0,1.0
sink,clean,0,0,0,1,0,0,0,1.0
water:tap,use,0,0,0,1,0,0,0,1.0
slice:cheese,break,0,0,0,1,0,0,0,1.0
spice,close,0,0,0,1,0,0,0,1.0
pancake,toaster,0,0,1,0,0,1,0,0.0
bowl,mug,0,0,1,0,0,1,0,0.0
cereal,bowl,0,0,1,0,0,1,0,0.0
fridge,move,0,0,0,1,0,0,0,1.0
box:sausage,open,0,0,0,1,0,0,0,1.0
bag:plastic,noodle:instant,0,0,1,0,0,1,0,0.0
drawer,put-in,0,0,0,1,0,0,0,1.0
plate,leaf,0,0,1,0,0,1,0,0.0
kettle,fill,0,0,0,1,0,0,0,1.0
tomato,strainer,0,0,1,0,0,1,0,0.0
part:teapot,rack:drying,0,0,1,0,0,1,0,0.0
drawer,shake,0,0,0,1,0,0,0,1.0
rice,sweep,0,0,0,1,0,0,0,1.0
peach,remove,0,0,0,1,0,0,0,1.0
kettle,open,0,0,0,1,0,0,0,1.0
bowl,take-up,0,0,0,1,0,0,0,1.0
bacon,sprinkle,0,0,0,1,0,0,0,1.0
bag,caper,0,0,1,0,0,1,0,0.0
rice,bin,0,0,1,0,0,1,0,0.0
pasta,recipe,0,0,1,0,0,1,0,0.0
spoon:wooden,drainer,0,0,1,0,0,1,0,0.0
bowl,lid,0,0,1,0,0,1,0,0.0
sponge,clean,0,0,0,1,0,0,0,1.0
peel,onion,0,0,1,0,0,1,0,0.0
fan,start,0,0,0,1,0,0,0,1.0
strainer,wash,0,0,0,1,0,0,0,1.0
onion,potato,0,0,1,0,0,1,0,0.0
sausage,peel,0,0,0,1,0,0,0,1.0
bin,place,0,0,0,1,0,0,0,1.0
egg,flour:egg,0,0,1,0,0,1,0,0.0
fish:cooked,table,0,0,1,0,0,1,0,0.0
machine:coffee,take,0,0,0,1,0,0,0,1.0
jar:coconut,close,0,0,0,1,0,0,0,1.0
fridge,chilli,0,0,1,0,0,1,0,0.0
leaf,throw,0,0,0,1,0,0,0,1.0
cloth,top:table,0,0,1,0,0,1,0,0.0
basket,coffee,0,0,1,0,0,1,0,0.0
fridge,carrot,0,0,1,0,0,1,0,0.0
container,spoon,0,0,1,0,0,1,0,0.0
mug,stir,0,0,0,1,0,0,0,1.0
container,slice,0,0,0,1,0,0,0,1.0
cupboard,film:cling,0,0,1,0,0,1,0,0.0
oat,shake,0,0,0,1,0,0,0,1.0
beer,take,0,0,0,1,0,0,0,1.0
powder:baking,pick-up,0,0,0,1,0,0,0,1.0
bag:new,stretch,0,0,0,1,0,0,0,1.0
pot,cover,0,0,1,1,0,1,0,1.0
carrot,slice,0,0,0,1,0,0,0,1.0
teaspoon,rinse,0,0,0,1,0,0,0,1.0
film,take,0,0,0,1,0,0,0,1.0
powder:chilli,curry,0,0,1,0,0,1,0,0.0
bread,draw,0,0,0,1,0,0,0,1.0
bag:cereal,fold,0,0,0,1,0,0,0,1.0
bowl:tomato,get,0,0,0,1,0,0,0,1.0
tissue,dab-with,0,0,0,1,0,0,0,1.0
mixture,hand,0,0,1,0,0,1,0,0.0
spade,flavour,0,0,1,0,0,1,0,0.0
table,sauce,0,0,1,0,0,1,0,0.0
tortilla,turn-over,0,0,0,1,0,0,0,1.0
strainer,pick-up,0,0,0,1,0,0,0,1.0
chunk,carrot,0,0,1,0,0,1,0,0.0
shelf:utensil,put,0,0,0,1,0,0,0,1.0
curry,leaf,0,0,1,0,0,1,0,0.0
mixture:flour,flour:egg,0,0,1,0,0,1,0,0.0
pot:coffee,dry,0,0,0,1,0,0,0,1.0
bag:flour,roll,0,0,0,1,0,0,0,1.0
toast,salt,0,0,1,0,0,1,0,0.0
top,turn-off,0,0,0,1,0,0,0,1.0
pan,oregano,0,0,1,0,0,1,0,0.0
board:cutting,grab,0,0,0,1,0,0,0,1.0
bin,rice,0,0,1,0,0,1,0,0.0
water,spade,0,0,1,0,0,1,0,0.0
egg,put-down,0,0,0,1,0,0,0,1.0
spoon:wooden,piece:smaller,0,0,1,0,0,1,0,0.0
table,enter,0,0,0,1,0,0,0,1.0
tomato:peeled,take,0,0,0,1,0,0,0,1.0
egg,break,0,0,0,1,0,0,0,1.0
water:tap,hand:my,0,0,1,0,0,1,0,0.0
colander,get,0,0,0,1,0,0,0,1.0
spade,pot:electronic,0,0,1,0,0,1,0,0.0
board,bin,0,0,1,0,0,1,0,0.0
pizza,take,0,0,0,1,0,0,0,1.0
knife,brush,0,0,0,1,0,0,0,1.0
tin,lid,0,0,1,0,0,1,0,0.0
container,squash,0,0,1,0,0,1,0,0.0
pasta,package,0,0,1,0,0,1,0,0.0
salami,fridge,0,0,1,0,0,1,0,0.0
drainer,container:food,0,0,1,0,0,1,0,0.0
towel,hand:my,0,0,1,0,0,1,0,0.0
mug,cupboard,0,0,1,0,0,1,0,0.0
cheese,food,0,0,1,0,0,1,0,0.0
teaspoon,move,0,0,0,1,0,0,0,1.0
pizza,plate,0,0,1,0,0,1,0,0.0
peel,put-down,0,0,0,1,0,0,0,1.0
tupperware,sink,0,0,1,0,0,1,0,0.0
piece:meat,spatula,0,0,1,0,0,1,0,0.0
almond,grab,0,0,0,1,0,0,0,1.0
flour:egg,mixture:flour,0,0,1,0,0,1,0,0.0
packing:bean,bean:green,0,0,1,0,0,1,0,0.0
spade,salt,0,0,1,0,0,1,0,0.0
water:actual,clothes,0,0,1,0,0,1,0,0.0
potato,saucepan,0,0,1,0,0,1,0,0.0
plate,dryer,0,0,1,0,0,1,0,0.0
plate,fork,0,0,1,0,0,1,0,0.0
sachet,put,0,0,0,1,0,0,0,1.0
food,stir,0,0,0,1,0,0,0,1.0
door:cabinet,close,0,0,0,1,0,0,0,1.0
coffee,milk,0,0,1,0,0,1,0,0.0
rosemary,put,0,0,0,1,0,0,0,1.0
bag:mozzarella,fold,0,0,0,1,0,0,0,1.0
plate,hold,0,0,0,1,0,0,0,1.0
cabinet,open,0,0,0,1,0,0,0,1.0
yoghurt,add,0,0,0,1,0,0,0,1.0
shelf,phone:mobile,0,0,1,0,0,1,0,0.0
pot:right,water,0,0,1,0,0,1,0,0.0
vegetable,stir,0,0,0,1,0,0,0,1.0
glass,water:hot,0,0,1,0,0,1,0,0.0
pan,grab,0,0,0,1,0,0,0,1.0
cap:sink,clean,0,0,0,1,0,0,0,1.0
bin,pot,0,0,1,0,0,1,0,0.0
radiator,mitt:oven,0,0,1,0,0,1,0,0.0
laundry,carry,0,0,0,1,0,0,0,1.0
cup,pour,0,0,0,1,0,0,0,1.0
hand,inspect-on,0,0,0,1,0,0,0,1.0
sauce,stir,0,0,0,1,0,0,0,1.0
dustpan,brush,0,0,1,0,0,1,0,0.0
pepper:bell,move,0,0,0,1,0,0,0,1.0
grind:coffee,bin,0,0,1,0,0,1,0,0.0
dish,tap,0,0,1,0,0,1,0,0.0
packaging,open,0,0,0,1,0,0,0,1.0
counter,spoon,0,0,1,0,0,1,0,0.0
vinegar:rice,put,0,0,0,1,0,0,0,1.0
potato,rinse,0,0,0,1,0,0,0,1.0
table,waste,0,0,1,0,0,1,0,0.0
grill,position,0,0,0,1,0,0,0,1.0
leaf:salad,wipe-off,0,0,0,1,0,0,0,1.0
bag:plastic,tortilla,0,0,1,0,0,1,0,0.0
oil:olive,cupboard,0,0,1,0,0,1,0,0.0
ginger,chop,0,0,0,1,0,0,0,1.0
oregano,sandwich,0,0,1,0,0,1,0,0.0
pepper,cupboard,0,0,1,0,0,1,0,0.0
vegetable,tortilla,0,0,1,0,0,1,0,0.0
bit:chilli,cut,0,0,0,1,0,0,0,1.0
drainer,ladle,0,0,1,0,0,1,0,0.0
bottle,test,0,0,0,1,0,0,0,1.0
cafetiere,put,0,0,0,1,0,0,0,1.0
aubergine,container,0,0,1,0,0,1,0,0.0
stick:crab,unpack,0,0,0,1,0,0,0,1.0
vegetable,look-for,0,0,0,1,0,0,0,1.0
v60,ground:coffee,0,0,1,0,0,1,0,0.0
knife,scour,0,0,0,1,0,0,0,1.0
bottle,top,0,0,1,0,0,1,0,0.0
sauce,tortilla,0,0,1,0,0,1,0,0.0
pot,oil:olive,0,0,1,0,0,1,0,0.0
piece:fish,fry,0,0,0,1,0,0,0,1.0
tray:baking,roll,0,0,0,1,0,0,0,1.0
pizza,check,0,0,0,1,0,0,0,1.0
egg,get,0,0,0,1,0,0,0,1.0
carafe,put-down,0,0,0,1,0,0,0,1.0
sheet,move,0,0,0,1,0,0,0,1.0
sponge,video,0,0,0,1,0,0,0,1.0
fan:extractor,switch-off,0,0,0,1,0,0,0,1.0
towel:kitchen,leaf:salad,0,0,1,0,0,1,0,0.0
pan,flour,0,0,1,0,0,1,0,0.0
broccoli,pot,0,0,1,0,0,1,0,0.0
bag,box:lunch,0,0,1,0,0,1,0,0.0
plate:small,put-down,0,0,0,1,0,0,0,1.0
piece:meat,move,0,0,0,1,0,0,0,1.0
hob,place-on,0,0,0,1,0,0,0,1.0
dishwasher,put-in,0,0,0,1,0,0,0,1.0
onion,bowl,0,0,1,0,0,1,0,0.0
cupboard,pan,0,0,1,0,0,1,0,0.0
pepper:bell,remove,0,0,0,1,0,0,0,1.0
tupperware,cupboard,0,0,1,0,0,1,0,0.0
paneer,slice,0,0,0,1,0,0,0,1.0
mesh,broccoli,0,0,1,0,0,1,0,0.0
melon,cut,0,0,0,1,0,0,0,1.0
dough,half,0,0,1,1,0,1,0,1.0
board:chopping,put,0,0,0,1,0,0,0,1.0
water,sink,0,0,1,0,0,1,0,0.0
tomato,garbage,0,0,1,0,0,1,0,0.0
door:fridge,open,0,0,0,1,0,0,0,1.0
oregano,put,0,0,0,1,0,0,0,1.0
celery,slice,0,0,0,1,0,0,0,1.0
almond:canned,spoon,0,0,0,1,0,0,0,1.0
bread,grab,0,0,0,1,0,0,0,1.0
spade:food,get,0,0,0,1,0,0,0,1.0
bowl,mushroom,0,0,1,0,0,1,0,0.0
cooker,noodle,0,0,1,0,0,1,0,0.0
leaf:salad,wash,0,0,0,1,0,0,0,1.0
foil,put-down,0,0,0,1,0,0,0,1.0
carrot,bag,0,0,1,0,0,1,0,0.0
plate,counter:kitchen,0,0,1,0,0,1,0,0.0
sauce,cupboard,0,0,1,0,0,1,0,0.0
shelf,pot,0,0,1,0,0,1,0,0.0
pot:coffee,tighten,0,0,0,1,0,0,0,1.0
oil,meat,0,0,1,0,0,1,0,0.0
mug,bowl,0,0,1,0,0,1,0,0.0
water,stir,0,0,0,1,0,0,0,1.0
tomato,board:chopping,0,0,1,0,0,1,0,0.0
tupperware,lid,0,0,1,0,0,1,0,0.0
rice,bowl:cooker,0,0,1,0,0,1,0,0.0
pizza,move,0,0,0,1,0,0,0,1.0
sprout,chopstick,0,0,1,0,0,1,0,0.0
thing:water,water,0,0,1,0,0,1,0,0.0
nozzle,put,0,0,0,1,0,0,0,1.0
film,remove,0,0,0,1,0,0,0,1.0
bin,take,0,0,0,1,0,0,0,1.0
lid,packet,0,0,1,0,0,1,0,0.0
pasta,top,0,0,1,0,0,1,0,0.0
bucket,put,0,0,0,1,0,0,0,1.0
grape,pick-up,0,0,0,1,0,0,0,1.0
rice,dish,0,0,1,0,0,1,0,0.0
knife,sink:water,0,0,1,0,0,1,0,0.0
microwave,tortilla,0,0,1,0,0,1,0,0.0
piece:onion,take,0,0,0,1,0,0,0,1.0
processor:food,place-away,0,0,0,1,0,0,0,1.0
box:cereal,close,0,0,0,1,0,0,0,1.0
dishwasher,jug:measuring,0,0,1,0,0,1,0,0.0
tongs,used,0,0,0,1,0,0,0,1.0
roll:sesame,pick-up,0,0,0,1,0,0,0,1.0
pan,close,0,0,0,1,0,0,0,1.0
beer,drink,0,0,0,1,0,0,0,1.0
bottle:water,fridge,0,0,1,0,0,1,0,0.0
corn,pot,0,0,1,0,0,1,0,0.0
salt,pot:pasta,0,0,1,0,0,1,0,0.0
sweetcorn,shake,0,0,0,1,0,0,0,1.0
grater:cheese,pick-up,0,0,0,1,0,0,0,1.0
sauce:soya,lettuce,0,0,1,0,0,1,0,0.0
scrubber,pick-up,0,0,0,1,0,0,0,1.0
plate,milk,0,0,1,0,0,1,0,0.0
salt,rack,0,0,1,0,0,1,0,0.0
tea,stir,0,0,0,1,0,0,0,1.0
rack:drying,tin,0,0,1,0,0,1,0,0.0
