Object/Action_1,Object/Action_2,UsedFor,CapableOf,CreatedBy,Affordance,HasA,IsA,AtLocation,LocatedNear
pan,put,1,0,0,1,0,0,0,0
peeler,drawer,0,0,0,0,0,0,0,1
oven,turn-off,1,0,0,1,0,0,0,0
pasta,colander,0,0,0,0,0,0,0,1
meat,check,1,0,0,1,0,0,0,0
package,put-down,1,0,0,1,0,0,0,0
pot:plastic,open,1,0,0,1,0,0,0,0
bucket:cooker,dishwasher,0,0,0,0,0,0,0,1
water,put-down,1,0,0,1,0,0,0,0
knife,put,1,0,0,1,0,0,0,0
saucepan,empty,1,0,0,1,0,0,0,0
cabinet,rag,0,0,0,0,0,0,0,1
apple,bite,1,0,0,1,0,0,0,0
bit,processor,0,0,0,0,0,0,0,1
corn:sweet,salad,0,0,0,0,0,0,0,1
flour,get,1,0,0,1,0,0,0,0
bag:pasta,cut,1,0,0,1,0,0,0,0
piece:smaller,meat,0,0,0,0,0,0,0,1
machine:washer,close,1,0,0,1,0,0,0,0
milk,sugar,0,0,0,0,0,0,0,1
pack,chicken,0,0,0,0,0,0,0,1
ginger,cut-into,1,0,0,1,0,0,0,0
liquid,bowl,0,0,0,0,0,0,0,1
water,towel,0,0,0,0,0,0,0,1
machine:washing,open,1,0,0,1,0,0,0,0
chicken,bin,0,0,0,0,0,0,0,1
bag:mozzarella,throw,1,0,0,1,0,0,0,0
tomato:chopped,open,1,0,0,1,0,0,0,0
thyme,pick-up,1,0,0,1,0,0,0,0
piece:leek,piece:ginger,0,0,0,0,0,0,0,1
pan,fill,1,0,0,1,0,0,0,0
table,bowl:sugar,0,0,0,0,0,0,0,1
bowl,pepper,0,0,0,0,0,0,0,1
tap,scrub,1,0,0,1,0,0,0,0
sandwich,put-down,1,0,0,1,0,0,0,0
sauce,cover,1,0,0,1,0,0,0,0
tomato:dried,lid,0,0,0,0,0,0,0,1
grinder,store,1,0,0,1,0,0,0,0
tap,sponge,1,0,0,1,0,0,0,0
bin,bowl,0,0,0,0,0,0,0,1
cutlery,lather,1,0,0,1,0,0,0,0
bean:coffee,pick-up,1,0,0,1,0,0,0,0
fish,water:tap,0,0,0,0,0,0,0,1
flour,cabinet,0,0,0,0,0,0,0,1
hand,stop,1,0,0,1,0,0,0,0
onion,tupperware,0,0,0,0,0,0,0,1
board,onion,0,0,0,0,0,0,0,1
fridge,packaging:salad,0,0,0,0,0,0,0,1
cupboard,mug,0,0,0,0,0,0,0,1
tomato,put,1,0,0,1,0,0,0,0
pot:moka,move,1,0,0,1,0,0,0,0
spoon:plastic,get,1,0,0,1,0,0,0,0
sauce:pesto,put-in,1,0,0,1,0,0,0,0
plate,rack:drying,0,0,0,0,0,0,0,1
bag:tea,take,1,0,0,1,0,0,0,0
coffee,tupperware,0,0,0,0,0,0,0,1
pea,pour-out,1,0,0,1,0,0,0,0
brush,plate,0,0,0,0,0,0,0,1
cucumber:chopped,plate,0,0,0,0,0,0,0,1
glass,liquid,0,0,0,0,0,0,0,1
heat,turn-down,1,0,0,1,0,0,0,0
lid:teapot,clean,1,0,0,1,0,0,0,0
sauce,pick-up,1,0,0,1,0,0,0,0
pan,egg,0,0,0,0,0,0,0,1
turmeric,put-down,1,0,0,1,0,0,0,0
cream,spaghetti,0,0,0,0,0,0,0,1
parsley,tray,0,0,0,0,0,0,0,1
cupboard,pan:fry,0,0,0,0,0,0,0,1
lid,dishwasher,0,0,0,0,0,0,0,1
aubergine,throw,1,0,0,1,0,0,0,0
ladle,put,1,0,0,1,0,0,0,0
board:chopping,scissors,0,0,0,0,0,0,0,1
pot,chopstick,0,0,0,0,0,0,0,1
squash,grab,1,0,0,1,0,0,0,0
plate,yoghurt,0,0,0,0,0,0,0,1
paper:baking,take,1,0,0,1,0,0,0,0
egg,store,1,0,0,1,0,0,0,0
fragment:fish,bowl:glass,0,0,0,0,0,0,0,1
flavour,sprout,0,0,0,0,0,0,0,1
bread,toaster,0,0,0,0,0,0,0,1
lemon,cut,1,0,0,1,0,0,0,0
squeezer:lime,take,1,0,0,1,0,0,0,0
dough,place,1,0,0,1,0,0,0,0
carrot,mix,1,0,0,1,0,0,0,0
brush,put-into,1,0,0,1,0,0,0,0
glass,inspect,1,0,0,1,0,0,0,0
plug,pick-up,1,0,0,1,0,0,0,0
smoothie,fridge,0,0,0,0,0,0,0,1
pot,ladle,0,0,0,0,0,0,0,1
pesto:cheese,spoon:wooden,0,0,0,0,0,0,0,1
celery,wash,1,0,0,1,0,0,0,0
dish,put,1,0,0,1,0,0,0,0
peeling:carrot,pick-up,1,0,0,1,0,0,0,0
oil,saucepan,0,0,0,0,0,0,0,1
milk,open,1,0,0,1,0,0,0,0
pepper,move,1,0,0,1,0,0,0,0
piece:small,onion,0,0,0,0,0,0,0,1
lid,oil,0,0,0,0,0,0,0,1
fridge,open,1,0,0,1,0,0,0,0
tap,open,1,0,0,1,0,0,0,0
knob,switch-off,1,0,0,1,0,0,0,0
packaging,salami,0,0,0,0,0,0,0,1
plate,store,1,0,0,1,0,0,0,0
pepper:bell,spoon-in,1,0,0,1,0,0,0,0
sauce:soy,drizzle,1,0,0,1,0,0,0,0
holder:jug,take,1,0,0,1,0,0,0,0
scissors,wrap,0,0,0,0,0,0,0,1
cover,pot:left,0,0,0,0,0,0,0,1
drawer,put-in,1,0,0,1,0,0,0,0
cookie,plate,0,0,0,0,0,0,0,1
cucumber,cut,1,0,0,1,0,0,0,0
machine:washing,detergent,0,0,0,0,0,0,0,1
curry,pan,0,0,0,0,0,0,0,1
butter,lid,0,0,0,0,0,0,0,1
sausage,package,0,0,0,0,0,0,0,1
pin:rolling,dishwasher,0,0,0,0,0,0,0,1
bun:hamburger,bag,0,0,0,0,0,0,0,1
drawer:dishwasher,close,1,0,0,1,0,0,0,0
plastic,throw,1,0,0,1,0,0,0,0
cookie,eat,1,0,0,1,0,0,0,0
milk:soya,pour,1,0,0,1,0,0,0,0
catcher:sink,clean,1,0,0,1,0,0,0,0
dish,fridge,0,0,0,0,0,0,0,1
support,lather,1,0,0,1,0,0,0,0
curry,powder:chilli,0,0,0,0,0,0,0,1
container,rice,0,0,0,0,0,0,0,1
curry:fish,box,0,0,0,0,0,0,0,1
bag,bag:plastic,0,0,0,0,0,0,0,1
container,onion,0,0,0,0,0,0,0,1
saucepan,cooker,0,0,0,0,0,0,0,1
milk,stir,1,0,0,1,0,0,0,0
rack,salt,0,0,0,0,0,0,0,1
bowl,rack:drying,0,0,0,0,0,0,0,1
onion,oil,0,0,0,0,0,0,0,1
hand,clean,1,0,0,1,0,0,0,0
box:coffee,teaspoon,0,0,0,0,0,0,0,1
rag,place,1,0,0,1,0,0,0,0
detergent,place-back,1,0,0,1,0,0,0,0
fridge,stir,1,0,0,1,0,0,0,0
time,minute,0,0,0,0,0,0,0,1
pesto,jar,0,0,0,0,0,0,0,1
cover,desk,0,0,0,0,0,0,0,1
processor:food,pepper:bell,0,0,0,0,0,0,0,1
water:pour,pot,0,0,0,0,0,0,0,1
bag:plastic,onion:spring,0,0,0,0,0,0,0,1
chopstick,mixture:powder,0,0,0,0,0,0,0,1
bag,put-down,1,0,0,1,0,0,0,0
lettuce,cook,1,0,0,1,0,0,0,0
container:milk,close,1,0,0,1,0,0,0,0
water,video,1,0,0,1,0,0,0,0
opener:bottle,pick-up,1,0,0,1,0,0,0,0
spoon:wooden,pasta,0,0,0,0,0,0,0,1
paper,put,1,0,0,1,0,0,0,0
yoghurt:pick,lid,0,0,0,0,0,0,0,1
pepper:bell,bowl,0,0,0,0,0,0,0,1
bowl,yoghurt,0,0,0,0,0,0,0,1
pan,mix,1,0,0,1,0,0,0,0
press,squeeze,1,0,0,1,0,0,0,0
chicken,take,1,0,0,1,0,0,0,0
oregano,sprinkle,1,0,0,1,0,0,0,0
food,sauce:fish,0,0,0,0,0,0,0,1
sink,clean-around,1,0,0,1,0,0,0,0
bin,end:carrot,0,0,0,0,0,0,0,1
burger:tuna,check,1,0,0,1,0,0,0,0
bottle:oil,refrigerator,0,0,0,0,0,0,0,1
dish,egg,0,0,0,0,0,0,0,1
bean:green,water:tap,0,0,0,0,0,0,0,1
meat,grab,1,0,0,1,0,0,0,0
spoon,pan,0,0,0,0,0,0,0,1
water,place,1,0,0,1,0,0,0,0
oil,garlic,0,0,0,0,0,0,0,1
spoon,turn,1,0,0,1,0,0,0,0
maker:coffee,close,1,0,0,1,0,0,0,0
onion:new,remove,1,0,0,1,0,0,0,0
fridge,coke,0,0,0,0,0,0,0,1
lettuce,colander,0,0,0,0,0,0,0,1
clip:bag,rack:drying,0,0,0,0,0,0,0,1
dough,sauce,0,0,0,0,0,0,0,1
grape,take-out,1,0,0,1,0,0,0,0
omelette:rolled,pick-up,1,0,0,1,0,0,0,0
dressing:salad,pick-up,1,0,0,1,0,0,0,0
flake:chilli,sprinkle,1,0,0,1,0,0,0,0
bowl,store,1,0,0,1,0,0,0,0
carafe,put-down,1,0,0,1,0,0,0,0
stove,regulate,1,0,0,1,0,0,0,0
processor,wipe-off,1,0,0,1,0,0,0,0
yoghurt,put,1,0,0,1,0,0,0,0
fan:extractor,turn-on,1,0,0,1,0,0,0,0
fridge,bowl,0,0,0,0,0,0,0,1
knife,turn,1,0,0,1,0,0,0,0
rice,test,1,0,0,1,0,0,0,0
mayonnaise,get,1,0,0,1,0,0,0,0
mesh,plate,0,0,0,0,0,0,0,1
trouser,take,1,0,0,1,0,0,0,0
bottle:oil,put,1,0,0,1,0,0,0,0
box,cupboard,0,0,0,0,0,0,0,1
rag,clean,1,0,0,1,0,0,0,0
bowl:glass,chopstick,0,0,0,0,0,0,0,1
bottom,pot:right,0,0,0,0,0,0,0,1
box,ginger,0,0,0,0,0,0,0,1
peeling,remove,1,0,0,1,0,0,0,0
tuna,scrape,1,0,0,1,0,0,0,0
bit:sink,garbage,0,0,0,0,0,0,0,1
hand,piece:meat,0,0,0,0,0,0,0,1
tomato,put-over,1,0,0,1,0,0,0,0
cloth:dish,put,1,0,0,1,0,0,0,0
plate:lasagne,meat:minced,0,0,0,0,0,0,0,1
roll,fill,1,0,0,1,0,0,0,0
mixture:flour,side,0,0,0,0,0,0,0,1
ground:coffee,toss,1,0,0,1,0,0,0,0
cupboard,olive,0,0,0,0,0,0,0,1
bag:pasta,table,0,0,0,0,0,0,0,1
foil:transparent,grab,1,0,0,1,0,0,0,0
grater,put-down,1,0,0,1,0,0,0,0
light,open,1,0,0,1,0,0,0,0
container,mushroom,0,0,0,0,0,0,0,1
cube:stock,tin,0,0,0,0,0,0,0,1
water,clean,1,0,0,1,0,0,0,0
colander,move,1,0,0,1,0,0,0,0
potato,stir,1,0,0,1,0,0,0,0
oil,cream,0,0,0,0,0,0,0,1
roll:kitchen,get,1,0,0,1,0,0,0,0
scissors,take,1,0,0,1,0,0,0,0
tube,put,1,0,0,1,0,0,0,0
rack,put,1,0,0,1,0,0,0,0
pan:frying,pick,1,0,0,1,0,0,0,0
table,glass,0,0,0,0,0,0,0,1
shelf,spade,0,0,0,0,0,0,0,1
cupboard,put-down,1,0,0,1,0,0,0,0
spoon,chicken,0,0,0,0,0,0,0,1
board:cutting,tap,0,0,0,0,0,0,0,1
pan,carrot,0,0,0,0,0,0,0,1
potato,slice-off,1,0,0,1,0,0,0,0
container,put-back,1,0,0,1,0,0,0,0
pan,move,1,0,0,1,0,0,0,0
sink:water,put,1,0,0,1,0,0,0,0
skin,gather,1,0,0,1,0,0,0,0
food,fridge,0,0,0,0,0,0,0,1
processor,take-out,1,0,0,1,0,0,0,0
fruit,throw,1,0,0,1,0,0,0,0
side:outer,pot,0,0,0,0,0,0,0,1
cutlery,soap,1,0,0,1,0,0,0,0
egg,test,1,0,0,1,0,0,0,0
olive,eat,1,0,0,1,0,0,0,0
package,sauce,0,0,0,0,0,0,0,1
knife,carrot,0,0,0,0,0,0,0,1
mozzarella,slice,1,0,0,1,0,0,0,0
cafetiere,tip-over,1,0,0,1,0,0,0,0
oil,heat,1,0,0,1,0,0,0,0
cereal,pick,1,0,0,1,0,0,0,0
knife,chicken,0,0,0,0,0,0,0,1
mushroom,container,0,0,0,0,0,0,0,1
chopstick,grab,1,0,0,1,0,0,0,0
piece:carrot,look-at,1,0,0,1,0,0,0,0
kettle,check,1,0,0,1,0,0,0,0
side:inner,side:outer,0,0,0,0,0,0,0,1
napkin,take,1,0,0,1,0,0,0,0
milk:soy,take,1,0,0,1,0,0,0,0
pan,crush,1,0,0,1,0,0,0,0
spoon,pasta,0,0,0,0,0,0,0,1
pot:coffee,filter,0,0,0,0,0,0,0,1
ginger,piece:smaller,0,0,0,0,0,0,0,1
hand,rub,1,0,0,1,0,0,0,0
onion,board,0,0,0,0,0,0,0,1
plastic,bin,0,0,0,0,0,0,0,1
tortilla,yoghurt,0,0,0,0,0,0,0,1
sponge:new,take,1,0,0,1,0,0,0,0
cooker,rise-up,1,0,0,1,0,0,0,0
sauce:pesto,take,1,0,0,1,0,0,0,0
bag:bread,take,1,0,0,1,0,0,0,0
salt,bowl,0,0,0,0,0,0,0,1
bottle:sauce,open,1,0,0,1,0,0,0,0
cheese,put-down,1,0,0,1,0,0,0,0
bin,paper,0,0,0,0,0,0,0,1
dough,cut,1,0,0,1,0,0,0,0
wrap:plastic,take,1,0,0,1,0,0,0,0
lid,pan,0,0,0,0,0,0,0,1
flame:stove,adjust,1,0,0,1,0,0,0,0
half,dough,0,0,0,0,0,0,0,1
shelf,pot,0,0,0,0,0,0,0,1
sheet,put-down,1,0,0,1,0,0,0,0
side,flour:egg,0,0,0,0,0,0,0,1
vinegar:chinese,get,1,0,0,1,0,0,0,0
tray,adjust,1,0,0,1,0,0,0,0
stock,get,1,0,0,1,0,0,0,0
oil:olive,pour,1,0,0,1,0,0,0,0
dough,roll-up,1,0,0,1,0,0,0,0
sauce:fish,close,1,0,0,1,0,0,0,0
mixture:powder,chopstick,0,0,0,0,0,0,0,1
counter,bread,0,0,0,0,0,0,0,1
chilli:red,cut,1,0,0,1,0,0,0,0
stove,pot:coffee,0,0,0,0,0,0,0,1
oil,wok,0,0,0,0,0,0,0,1
tomato:other,knife,0,0,0,0,0,0,0,1
peeler:potato,lather,1,0,0,1,0,0,0,0
bag:mozzarella,take,1,0,0,1,0,0,0,0
pit,garbage,0,0,0,0,0,0,0,1
foil,rip,1,0,0,1,0,0,0,0
cup:measuring,empty,1,0,0,1,0,0,0,0
fish,cardboard,0,0,0,0,0,0,0,1
sink,put,1,0,0,1,0,0,0,0
piece:meat,pan:frying,0,0,0,0,0,0,0,1
leaf:salad,chop-off,1,0,0,1,0,0,0,0
salad:pour,bowl,0,0,0,0,0,0,0,1
towel,pick-up,1,0,0,1,0,0,0,0
source:curd,number:source,0,0,0,0,0,0,0,1
clip:bag,wash,1,0,0,1,0,0,0,0
rack:drying,jug,0,0,0,0,0,0,0,1
onion,pan,0,0,0,0,0,0,0,1
noodle:convenient,take-out,1,0,0,1,0,0,0,0
leaf:curry,packet,0,0,0,0,0,0,0,1
machine:coffee,back,0,0,0,0,0,0,0,1
glove:oven,handle:cupboard,0,0,0,0,0,0,0,1
lid,cupboard,0,0,0,0,0,0,0,1
bag:tomato,close,1,0,0,1,0,0,0,0
leaf:spinach,place,1,0,0,1,0,0,0,0
pepper:bell,onion,0,0,0,0,0,0,0,1
leaf,throw,1,0,0,1,0,0,0,0
pepper,add,1,0,0,1,0,0,0,0
dustpan,put-down,1,0,0,1,0,0,0,0
corn,spoon-in,1,0,0,1,0,0,0,0
leaf:get,garbage,0,0,0,0,0,0,0,1
sausage,flip,1,0,0,1,0,0,0,0
water:tap,cover,0,0,0,0,0,0,0,1
box:lunch,pick-up,1,0,0,1,0,0,0,0
bag:grape,rubbish,0,0,0,0,0,0,0,1
mixture,spoon,0,0,0,0,0,0,0,1
knife,spoon,0,0,0,0,0,0,0,1
butter,close,1,0,0,1,0,0,0,0
bag:plastic,bag,0,0,0,0,0,0,0,1
dish,move,1,0,0,1,0,0,0,0
grill,position,1,0,0,1,0,0,0,0
tongs,grab,1,0,0,1,0,0,0,0
salad,pepper,0,0,0,0,0,0,0,1
phone:mobile,get,1,0,0,1,0,0,0,0
surface:work,clean,1,0,0,1,0,0,0,0
aubergine,take,1,0,0,1,0,0,0,0
bin:bread,bread,0,0,0,0,0,0,0,1
rice,cup,0,0,0,0,0,0,0,1
yoghurt,mix,1,0,0,1,0,0,0,0
bin,mesh,0,0,0,0,0,0,0,1
board:chopping,return,1,0,0,1,0,0,0,0
bowl,dough,0,0,0,0,0,0,0,1
lime,film:cling,0,0,0,0,0,0,0,1
tin,submerge,1,0,0,1,0,0,0,0
plate:soap,lather,1,0,0,1,0,0,0,0
flour,check,1,0,0,1,0,0,0,0
content,pour,1,0,0,1,0,0,0,0
sponge,detergent,0,0,0,0,0,0,0,1
fridge,onion,0,0,0,0,0,0,0,1
vegetable,tortilla,0,0,0,0,0,0,0,1
sugar,pick-up,1,0,0,1,0,0,0,0
shelf,salt,0,0,0,0,0,0,0,1
pan,milk:coconut,0,0,0,0,0,0,0,1
drawer,teaspoon,0,0,0,0,0,0,0,1
coffee,cupboard,0,0,0,0,0,0,0,1
powder:curry,pan,0,0,0,0,0,0,0,1
packet,put,1,0,0,1,0,0,0,0
cup,grab,1,0,0,1,0,0,0,0
glass,store,1,0,0,1,0,0,0,0
sauce,spoon:wooden,0,0,0,0,0,0,0,1
jar,olive,0,0,0,0,0,0,0,1
hand,rinse,1,0,0,1,0,0,0,0
cucumber:chopped,pick-up,1,0,0,1,0,0,0,0
food,mix,1,0,0,1,0,0,0,0
bottom,cover,0,0,0,0,0,0,0,1
garlic,add,1,0,0,1,0,0,0,0
sauce:pesto,put-on,1,0,0,1,0,0,0,0
pin:rolling,wash,1,0,0,1,0,0,0,0
spatula,flip,1,0,0,1,0,0,0,0
bag:plastic,flour,0,0,0,0,0,0,0,1
wrap:plastic,put-on,1,0,0,1,0,0,0,0
onion,potato,0,0,0,0,0,0,0,1
water:coriander,drain,1,0,0,1,0,0,0,0
paneer,pan,0,0,0,0,0,0,0,1
pan,gravy,0,0,0,0,0,0,0,1
table,bottle,0,0,0,0,0,0,0,1
cube:stock,put,1,0,0,1,0,0,0,0
tap,flush,1,0,0,1,0,0,0,0
vegetable,distribute,1,0,0,1,0,0,0,0
freezer,bread,0,0,0,0,0,0,0,1
board:chopping,sausage,0,0,0,0,0,0,0,1
almond,open,1,0,0,1,0,0,0,0
plastic,take,1,0,0,1,0,0,0,0
sandwich,cut,1,0,0,1,0,0,0,0
leftover,table,0,0,0,0,0,0,0,1
machine:coffee,pod:coffee,0,0,0,0,0,0,0,1
pepper,slice,1,0,0,1,0,0,0,0
jar,put-down,1,0,0,1,0,0,0,0
paper,move,1,0,0,1,0,0,0,0
bottom,oil:olive,0,0,0,0,0,0,0,1
grill,grab,1,0,0,1,0,0,0,0
fish,sink,0,0,0,0,0,0,0,1
packet:crisp,grab,1,0,0,1,0,0,0,0
table,glass:milk,0,0,0,0,0,0,0,1
hob,start,1,0,0,1,0,0,0,0
slice:pizza,take,1,0,0,1,0,0,0,0
strainer,pasta,0,0,0,0,0,0,0,1
cream,put-down,1,0,0,1,0,0,0,0
maker:coffee,coffee,0,0,0,0,0,0,0,1
rubbish,move,1,0,0,1,0,0,0,0
cube:stock,packaging,0,0,0,0,0,0,0,1
cream,remove,1,0,0,1,0,0,0,0
flake:chilli,pour,1,0,0,1,0,0,0,0
bread,put,1,0,0,1,0,0,0,0
packet,cereal,0,0,0,0,0,0,0,1
piece:smaller,ginger,0,0,0,0,0,0,0,1
temperature:cooker,change,1,0,0,1,0,0,0,0
machine:coffee,grab,1,0,0,1,0,0,0,0
onion:spring,piece:small,0,0,0,0,0,0,0,1
coffee,insert,1,0,0,1,0,0,0,0
side,plastic,0,0,0,0,0,0,0,1
chorizo,pan,0,0,0,0,0,0,0,1
stock,box,0,0,0,0,0,0,0,1
pot,top,0,0,0,0,0,0,0,1
pot:second,sink,0,0,0,0,0,0,0,1
towel:tea,cupboard,0,0,0,0,0,0,0,1
film:cling,cupboard,0,0,0,0,0,0,0,1
cookie,pick-up,1,0,0,1,0,0,0,0
bag,tofu,0,0,0,0,0,0,0,1
masala,curry,0,0,0,0,0,0,0,1
salami,bread,0,0,0,0,0,0,0,1
package:salt,open,1,0,0,1,0,0,0,0
tomato:cherry,wash,1,0,0,1,0,0,0,0
plate,return,1,0,0,1,0,0,0,0
wok,oil,0,0,0,0,0,0,0,1
rag,rinse,1,0,0,1,0,0,0,0
oil:olive,hand,0,0,0,0,0,0,0,1
bread,packaging,0,0,0,0,0,0,0,1
oat,pancake:oat,0,0,0,0,0,0,0,1
rusk,pick-up,1,0,0,1,0,0,0,0
kettle,grab,1,0,0,1,0,0,0,0
cumin,pick-up,1,0,0,1,0,0,0,0
rack:drying,tin,0,0,0,0,0,0,0,1
bottle:oil,move,1,0,0,1,0,0,0,0
clove,cupboard,0,0,0,0,0,0,0,1
chopstick,flour:egg,0,0,0,0,0,0,0,1
pasta,top,0,0,0,0,0,0,0,1
fridge,mushroom,0,0,0,0,0,0,0,1
can,open,1,0,0,1,0,0,0,0
potato,onion,0,0,0,0,0,0,0,1
cooker,turn-off,1,0,0,1,0,0,0,0
door:refrigerator,close,1,0,0,1,0,0,0,0
carafe,pick-up,1,0,0,1,0,0,0,0
bag:tea,put,1,0,0,1,0,0,0,0
fork,bowl,0,0,0,0,0,0,0,1
sauce,close,1,0,0,1,0,0,0,0
bag:rice,fold,1,0,0,1,0,0,0,0
utensil,rinse,1,0,0,1,0,0,0,0
peeling,pick-up,1,0,0,1,0,0,0,0
food,move,1,0,0,1,0,0,0,0
tuna,put,1,0,0,1,0,0,0,0
shelf,put,1,0,0,1,0,0,0,0
bottle,recycle,1,0,0,1,0,0,0,0
bag:bin,pick-up,1,0,0,1,0,0,0,0
processor:food,close,1,0,0,1,0,0,0,0
chicken,tupperware,0,0,0,0,0,0,0,1
scrap:pepper,bin,0,0,0,0,0,0,0,1
garlic,pot:plastic,0,0,0,0,0,0,0,1
paprika,search-for,1,0,0,1,0,0,0,0
carrot,slice,1,0,0,1,0,0,0,0
oregano,tuna,0,0,0,0,0,0,0,1
skin:onion,gather,1,0,0,1,0,0,0,0
wine,measure,1,0,0,1,0,0,0,0
cooker,counter,0,0,0,0,0,0,0,1
pot:coffee,clean,1,0,0,1,0,0,0,0
fridge,saucepan,0,0,0,0,0,0,0,1
pesto,put-down,1,0,0,1,0,0,0,0
water,brush,0,0,0,0,0,0,0,1
water,sprinkle,1,0,0,1,0,0,0,0
lid,raise,1,0,0,1,0,0,0,0
fork:spoon,pick-up,1,0,0,1,0,0,0,0
counter,cooker,0,0,0,0,0,0,0,1
sugar,glass,0,0,0,0,0,0,0,1
grinder,plug-in,1,0,0,1,0,0,0,0
rag,get,1,0,0,1,0,0,0,0
sausage,drawer,0,0,0,0,0,0,0,1
container:milk,take,1,0,0,1,0,0,0,0
wrapper,have,1,0,0,1,0,0,0,0
pan:frying,lift-up,1,0,0,1,0,0,0,0
peeler:potato,soap,1,0,0,1,0,0,0,0
shelf:utensil,cover,0,0,0,0,0,0,0,1
fish,pan,0,0,0,0,0,0,0,1
pasta,pour-out,1,0,0,1,0,0,0,0
mesh,pick-up,1,0,0,1,0,0,0,0
cupboard,pick-up,1,0,0,1,0,0,0,0
detergent,get,1,0,0,1,0,0,0,0
knife:fork,table,0,0,0,0,0,0,0,1
cupboard,oil:olive,0,0,0,0,0,0,0,1
kettle,jug,0,0,0,0,0,0,0,1
bottle,put-down,1,0,0,1,0,0,0,0
can,drain,1,0,0,1,0,0,0,0
sink,cutlery,0,0,0,0,0,0,0,1
rocket,pick-up,1,0,0,1,0,0,0,0
stirrer:coffee,remove,1,0,0,1,0,0,0,0
pod:coffee,machine:coffee,0,0,0,0,0,0,0,1
leaf:spinach,cut,1,0,0,1,0,0,0,0
gas,put-down,1,0,0,1,0,0,0,0
onion:spring,skin:outer,0,0,0,0,0,0,0,1
rag,cabinet,0,0,0,0,0,0,0,1
fruit,take,1,0,0,1,0,0,0,0
bowl,soup,0,0,0,0,0,0,0,1
piece:lime,pick-up,1,0,0,1,0,0,0,0
water,get,1,0,0,1,0,0,0,0
teaspoon,salt,0,0,0,0,0,0,0,1
pan:frying,cooker,0,0,0,0,0,0,0,1
cutlery,move,1,0,0,1,0,0,0,0
bowl:glass,wash,1,0,0,1,0,0,0,0
hob,clean,1,0,0,1,0,0,0,0
packaging:salad,fridge,0,0,0,0,0,0,0,1
can:trash,salt,1,0,0,1,0,0,0,0
cover,pepper,0,0,0,0,0,0,0,1
board:cutting,take,1,0,0,1,0,0,0,0
vinegar,pick-up,1,0,0,1,0,0,0,0
mug,plate,0,0,0,0,0,0,0,1
bowl:glass,top,0,0,0,0,0,0,0,1
peeler:potato,grab-down,1,0,0,1,0,0,0,0
dough,knead,1,0,0,1,0,0,0,0
counter,flour,0,0,0,0,0,0,0,1
pot:moka,open,1,0,0,1,0,0,0,0
holder:filter,take,1,0,0,1,0,0,0,0
packaging,open,1,0,0,1,0,0,0,0
sandwich,box:lunch,0,0,0,0,0,0,0,1
onion:spring,salad,0,0,0,0,0,0,0,1
plate,cheese,0,0,0,0,0,0,0,1
basket,put,1,0,0,1,0,0,0,0
tupperware,put-down,1,0,0,1,0,0,0,0
heat,turn-on,1,0,0,1,0,0,0,0
fork,knife,0,0,0,0,0,0,0,1
yeast,flour,0,0,0,0,0,0,0,1
desk,cover,0,0,0,0,0,0,0,1
lemon,container,0,0,0,0,0,0,0,1
handle,turn,1,0,0,1,0,0,0,0
fish,wash,1,0,0,1,0,0,0,0
olive,pick-up,1,0,0,1,0,0,0,0
water,table,0,0,0,0,0,0,0,1
press:garlic,squeeze,1,0,0,1,0,0,0,0
cabinet,plate,0,0,0,0,0,0,0,1
bread,clip,1,0,0,1,0,0,0,0
salt,put-back,1,0,0,1,0,0,0,0
plate,spaghetti,0,0,0,0,0,0,0,1
jug,flour,0,0,0,0,0,0,0,1
sink,move,1,0,0,1,0,0,0,0
carafe,dry,1,0,0,1,0,0,0,0
spice,mortar,0,0,0,0,0,0,0,1
ginger,place:original,0,0,0,0,0,0,0,1
machine:coffee,jar,0,0,0,0,0,0,0,1
squash,put-down,1,0,0,1,0,0,0,0
egg,bowl:glass,0,0,0,0,0,0,0,1
spoon,pick,1,0,0,1,0,0,0,0
water:tap,brush,0,0,0,0,0,0,0,1
package:egg,egg,0,0,0,0,0,0,0,1
skin:onion,bin:food,0,0,0,0,0,0,0,1
cheese,water,0,0,0,0,0,0,0,1
cereal,bag,0,0,0,0,0,0,0,1
potato,saucepan,0,0,0,0,0,0,0,1
smoothie,glass,0,0,0,0,0,0,0,1
dressing:salad,close,1,0,0,1,0,0,0,0
sandwich,stuff,1,0,0,1,0,0,0,0
minute,time,0,0,0,0,0,0,0,1
dustbin,bag,0,0,0,0,0,0,0,1
tuna,look-for,1,0,0,1,0,0,0,0
centre:tomato,trash,0,0,0,0,0,0,0,1
egg,take-out,1,0,0,1,0,0,0,0
pan,stock,0,0,0,0,0,0,0,1
oven,bread,0,0,0,0,0,0,0,1
shelf:plated,put,1,0,0,1,0,0,0,0
pizza,plate,0,0,0,0,0,0,0,1
garlic,spoon:wooden,0,0,0,0,0,0,0,1
onion:spring,bowl:glass,0,0,0,0,0,0,0,1
plate,bowl:glass,0,0,0,0,0,0,0,1
spice,drawer,0,0,0,0,0,0,0,1
bin:trash,garbage,0,0,0,0,0,0,0,1
teaspoon,soap,1,0,0,1,0,0,0,0
grill,take-out,1,0,0,1,0,0,0,0
bowl,bake,1,0,0,1,0,0,0,0
bread,turn,1,0,0,1,0,0,0,0
freezer,bag,0,0,0,0,0,0,0,1
leaf,take,1,0,0,1,0,0,0,0
